Site,Year,Date_EST,PAR_incoming_dailysum,PAR_belowcanopy_dailysum,PAR_surface_dailysum,LAI_daily_mean
WalkerBranch,2006,2006-10-27,13234.4018856,3603.71906206829,2989.09597924324,1.87987716068037
WalkerBranch,2006,2006-10-28,32707.7716392,7972.17261107834,6792.71211803629,1.79765630961334
WalkerBranch,2006,2006-10-29,33033.0857976,8429.34642412091,7162.42067787673,1.71319840700261
WalkerBranch,2006,2006-10-30,32905.0027656,8882.65835390212,7525.56802990633,1.62874050439189
WalkerBranch,2006,2006-10-31,23986.192356,7268.79337914952,6141.19250264741,1.54428260178116
WalkerBranch,2006,2006-11-01,17706.2957568,6015.66288323428,4993.33514930602,1.46060808244542
WalkerBranch,2006,2006-11-02,28771.5509928,9441.48930116729,8007.99004732828,1.37991041955464
WalkerBranch,2006,2006-11-03,28951.8033168,9993.58960660514,8453.23718024596,1.29921275666387
WalkerBranch,2006,2006-11-04,25991.1217944,9588.9834382029,8034.32121073193,1.21851509377309
WalkerBranch,2006,2006-11-05,27455.5986768,10702.059919817,9024.71806629976,1.14096885397063
WalkerBranch,2006,2006-11-06,17630.8310304,7752.19166444884,6436.629362221,1.07539802190377
WalkerBranch,2006,2006-11-07,9161.095104,4385.73951860165,3691.7991517489,1.00982718983691
WalkerBranch,2006,2006-11-08,8083.0515024,4023.06235894232,3135.62043653206,0.944256357770045
WalkerBranch,2006,2006-11-09,25805.5269696,12245.4038062221,10267.8806185846,0.883657519983892
WalkerBranch,2006,2006-11-10,25458.5992752,12434.1834968462,10390.7954368012,0.841952260464427
WalkerBranch,2006,2006-11-11,10648.8978624,5857.09432569957,4838.8550796083,0.800247000944961
WalkerBranch,2006,2006-11-12,25953.709068,13458.351944492,11240.9532179923,0.758541741425496
WalkerBranch,2006,2006-11-13,25541.6287392,13646.467103489,11360.0812084403,0.721225603754203
WalkerBranch,2006,2006-11-14,23169.8171376,12836.0948484196,10771.657443175,0.700588129105965
WalkerBranch,2006,2006-11-15,7964.5575744,4789.36111654947,3983.05082919198,0.679950654457727
WalkerBranch,2006,2006-11-16,6622.9962624,4039.96204442765,3292.23594504207,0.65931317980949
WalkerBranch,2006,2006-11-17,24373.2344688,13890.1375730746,11525.2679075134,0.641185768235278
WalkerBranch,2006,2006-11-18,23104.6873344,13474.5798183479,11272.0589583746,0.632596596342367
WalkerBranch,2006,2006-11-19,13598.8030584,8371.38885644137,6791.26588896596,0.624007424449455
WalkerBranch,2006,2006-11-20,11566.8719208,7179.72431448096,5745.29693540954,0.615418252556544
WalkerBranch,2006,2006-11-21,24073.673904,14002.4183226844,11593.5728918861,0.607935934846492
WalkerBranch,2006,2006-11-22,22640.7269088,13366.0912652982,11108.542920147,0.604659663031306
WalkerBranch,2006,2006-11-23,23502.1785264,13721.5868637323,11359.9244461666,0.60138339121612
WalkerBranch,2006,2006-11-24,23384.5597944,13673.6280134372,11322.2521035349,0.598107119400935
WalkerBranch,2006,2006-11-25,23358.7453176,13647.8600997518,11283.3497619602,0.595262344422004
WalkerBranch,2006,2006-11-26,23136.643404,13490.230751316,11130.2090654185,0.594057257420844
WalkerBranch,2006,2006-11-27,23244.0337584,13525.2155911232,11155.5442851197,0.592852170419683
WalkerBranch,2006,2006-11-28,14160.0776688,8680.23197077479,6913.76695363982,0.591647083418522
WalkerBranch,2006,2006-11-29,21643.064352,12699.9880510711,10461.3454220275,0.590601982224407
WalkerBranch,2006,2006-11-30,11130.2784936,7021.9226974997,5612.79048817194,0.590164827097062
WalkerBranch,2006,2006-12-01,19956.2115816,11950.1986635611,9941.35910784555,0.589727671969717
WalkerBranch,2006,2006-12-02,21226.1057568,12430.1883057337,10241.050794819,0.589290516842372
WalkerBranch,2006,2006-12-03,21618.7947864,12595.9247842985,10368.9448223996,0.58891156587992
WalkerBranch,2006,2006-12-04,22566.890808,13099.2663139534,10836.6965984812,0.588753790744059
WalkerBranch,2006,2006-12-05,22033.553976,12812.7941208324,10605.0578080403,0.588596015608199
WalkerBranch,2006,2006-12-06,21545.1261144,12545.2772853944,10352.7761944208,0.588438240472338
WalkerBranch,2006,2006-12-07,17345.129004,10346.9042321748,8554.86514443877,0.588301493916244
WalkerBranch,2006,2006-12-08,22457.2858272,12978.6429274265,10735.5564567333,0.588244655963259
WalkerBranch,2006,2006-12-09,22028.835528,12749.1288880814,10551.5831199519,0.588187818010275
WalkerBranch,2006,2006-12-10,20316.0997872,11836.1489710216,9728.09594062099,0.588130980057291
WalkerBranch,2006,2006-12-11,19583.65206,11555.6499314314,9546.05377440965,0.588081720424214
WalkerBranch,2006,2006-12-12,15791.4506232,9586.05529743735,8039.53724396319,0.588061258406787
WalkerBranch,2006,2006-12-13,20541.268692,11977.6573376757,9916.7845266343,0.588040796389361
WalkerBranch,2006,2006-12-14,21014.8410528,12185.3606669065,10091.3897786102,0.588020334371935
WalkerBranch,2006,2006-12-15,20673.6820416,12018.1834055837,9952.15464627255,0.588002600965846
WalkerBranch,2006,2006-12-16,20656.9315512,12002.1295668876,9938.28872903853,0.587995236282841
WalkerBranch,2006,2006-12-17,20501.5880664,11921.4697654697,9872.26983792581,0.587987871599836
WalkerBranch,2006,2006-12-18,20395.30122,11866.6605652661,9829.51836760375,0.58798050691683
WalkerBranch,2006,2006-12-19,12133.603188,7565.66166606479,6074.35226943294,0.587974124362571
WalkerBranch,2006,2006-12-20,16431.1808472,9896.14607469843,8173.41364035898,0.587971473897549
WalkerBranch,2006,2006-12-21,6428.7179712,4133.3225465405,3290.22237609172,0.587968823432526
WalkerBranch,2006,2006-12-22,8500.6493712,5437.4637776483,4397.73586792857,0.587966172967504
WalkerBranch,2006,2006-12-23,20722.1146272,12009.9775125013,9947.69041606247,0.587963875965553
WalkerBranch,2006,2006-12-24,20135.1625272,11697.585344694,9641.7112363077,0.587962922123277
WalkerBranch,2006,2006-12-25,10035.7659864,6311.81374554345,4995.88999959642,0.587961968281001
WalkerBranch,2006,2006-12-26,4427.4415248,2846.62487582367,2282.31625324489,0.587961014438725
WalkerBranch,2006,2006-12-27,20691.497988,11999.2812313357,9920.06715843622,0.587960187800598
WalkerBranch,2006,2006-12-28,21093.5706408,12203.545852717,10107.739120103,0.587959844538235
WalkerBranch,2006,2006-12-29,20789.6645376,12068.9973931683,10003.1953963652,0.587959501275871
WalkerBranch,2006,2006-12-30,16428.989052,9801.96544892342,7948.6501940759,0.587959158013508
WalkerBranch,2006,2006-12-31,7786.1469672,4992.52121003255,4024.65707168051,0.585473057115076
WalkerBranch,2007,2007-01-01,19513.5146136,11640.9657908154,9704.12025441911,0.576060718676638
WalkerBranch,2007,2007-01-02,21646.9304352,12675.6812122156,10509.9444142532,0.576223017851012
WalkerBranch,2007,2007-01-03,21910.9960944,12817.7594990899,10631.1869155014,0.576385317025386
WalkerBranch,2007,2007-01-04,20272.9716504,12063.2346901696,10031.8758388908,0.576547616199759
WalkerBranch,2007,2007-01-05,8590.6499616,5527.91319917004,4314.46633769244,0.57672018141398
WalkerBranch,2007,2007-01-06,18365.6608128,11049.8664509215,9180.82750186833,0.576931757579622
WalkerBranch,2007,2007-01-07,8861.3595,5550.60413273542,4370.36957381352,0.577143333745264
WalkerBranch,2007,2007-01-08,21916.2853224,12981.6621391319,10811.179457003,0.577354909910905
WalkerBranch,2007,2007-01-09,10714.2179256,6787.12415074141,5444.3981601639,0.577579648578685
WalkerBranch,2007,2007-01-10,22896.1471536,13445.3647685124,11173.2497416911,0.577854404754589
WalkerBranch,2007,2007-01-11,22567.8268872,13279.2828558927,11017.6333619969,0.578129160930493
WalkerBranch,2007,2007-01-12,12263.1550272,7821.54193049147,6355.16137319632,0.578403917106398
WalkerBranch,2007,2007-01-13,13434.1596648,8396.17163711845,6858.83649371779,0.578695523985871
WalkerBranch,2007,2007-01-14,15829.7309352,9741.28475915779,7938.24789976687,0.579051163538907
WalkerBranch,2007,2007-01-15,12337.9728696,7813.09464570976,6534.64750581102,0.579406803091943
WalkerBranch,2007,2007-01-16,17480.0385648,10724.7143594977,8860.62502875895,0.579762442644978
WalkerBranch,2007,2007-01-17,22514.1050736,13464.0418494233,11220.922619522,0.580139624313817
WalkerBranch,2007,2007-01-18,7484.8360104,4831.85127421349,3792.07853024814,0.580598666022708
WalkerBranch,2007,2007-01-19,24111.2236176,14277.0905814778,11851.7283142783,0.581057707731598
WalkerBranch,2007,2007-01-20,23779.760256,14133.5191629384,11753.4758943091,0.581516749440489
WalkerBranch,2007,2007-01-21,5989.5446184,3867.42542869281,3112.61385275863,0.582003293956067
WalkerBranch,2007,2007-01-22,22965.5844432,13730.6880916907,11352.948137886,0.582594349137058
WalkerBranch,2007,2007-01-23,25004.3725512,14865.4397845212,12368.1951513167,0.583185404318049
WalkerBranch,2007,2007-01-24,23165.1595728,13854.9510999604,11490.419956708,0.58377645949904
WalkerBranch,2007,2007-01-25,17688.4417584,10903.2868518282,8931.36836906264,0.584402581198135
WalkerBranch,2007,2007-01-26,25705.2827808,15329.2393114512,12796.033130436,0.585161955666021
WalkerBranch,2007,2007-01-27,25758.0761256,15384.7629838362,12856.9556559234,0.585921330133907
WalkerBranch,2007,2007-01-28,18979.7135472,11652.1207565638,9600.03200322393,0.586680704601793
WalkerBranch,2007,2007-01-29,26939.3776344,16088.8114110007,13466.2746282632,0.58748472933979
WalkerBranch,2007,2007-01-30,26222.77476,15786.8027385079,13273.7924622854,0.588458425104209
WalkerBranch,2007,2007-01-31,27055.771092,16244.1409439921,13669.3376606361,0.589432120868627
WalkerBranch,2007,2007-02-01,7274.3019048,4669.61717146416,3715.16983402916,0.590405816633045
WalkerBranch,2007,2007-02-02,8166.4234344,5238.37470921222,4368.86054545936,0.591436284990872
WalkerBranch,2007,2007-02-03,25987.461192,15675.5120862539,13142.3967235258,0.592682489203649
WalkerBranch,2007,2007-02-04,17606.5690752,10846.3467192071,8927.71546303089,0.593928693416426
WalkerBranch,2007,2007-02-05,26684.0106624,16165.0141507538,13608.0616099299,0.595174897629204
WalkerBranch,2007,2007-02-06,12242.6754408,7771.72847624151,6294.66893352946,0.596493176041962
WalkerBranch,2007,2007-02-07,25716.2493672,15671.3140222533,13188.9391436265,0.598085336414652
WalkerBranch,2007,2007-02-08,16402.7255616,10212.0057766268,8369.45560463704,0.599677496787341
WalkerBranch,2007,2007-02-09,13316.7007512,8317.28558058583,6758.45801400028,0.60126965716003
WalkerBranch,2007,2007-02-10,25164.9900432,15300.6471902536,12761.5700027666,0.602953157900385
WalkerBranch,2007,2007-02-11,29746.8694152,17975.8449045987,15113.6417868628,0.604983752037874
WalkerBranch,2007,2007-02-12,9824.8818024,6225.89830317461,5002.76175356298,0.607014346175362
WalkerBranch,2007,2007-02-13,14873.8494744,9253.16040411382,7515.38845092972,0.60904494031285
WalkerBranch,2007,2007-02-14,21656.8543968,13269.1930001353,10912.0540494342,0.61119105785213
WalkerBranch,2007,2007-02-15,23331.4544232,14419.2468787292,12108.1211433247,0.613776164318218
WalkerBranch,2007,2007-02-16,31246.932528,18877.9668915555,15872.1873067962,0.616361270784305
WalkerBranch,2007,2007-02-17,6846.5898144,4309.39805042244,3477.60650798402,0.618946377250392
WalkerBranch,2007,2007-02-18,29345.1392304,17777.3257404673,15012.9723595028,0.6216772457716
WalkerBranch,2007,2007-02-19,30976.7024448,18706.1151864545,15774.5390072528,0.624962010102268
WalkerBranch,2007,2007-02-20,17374.0789656,10551.3389568506,8641.3237396506,0.628246774432936
WalkerBranch,2007,2007-02-21,24370.2588024,15026.8510773744,12699.118408555,0.631531538763603
WalkerBranch,2007,2007-02-22,31117.5709488,18787.9564388654,15808.9864117642,0.634999695579098
WalkerBranch,2007,2007-02-23,29148.9659496,17619.0962226181,14847.4577453113,0.639164743836935
WalkerBranch,2007,2007-02-24,22291.9118352,13534.3976055045,11503.3256164073,0.643329792094773
WalkerBranch,2007,2007-02-25,25867.2853656,16051.1135029075,13936.0685091663,0.64749484035261
WalkerBranch,2007,2007-02-26,24306.7119624,14757.6091379621,12552.9787016211,0.651889830516778
WalkerBranch,2007,2007-02-27,33821.3938608,20181.1998789052,17043.2995403877,0.657158599925
WalkerBranch,2007,2007-02-28,33198.8250888,19694.0454494021,16617.1758101586,0.662427369333223
WalkerBranch,2007,2007-03-01,15668.0479872,9568.79884874405,8028.91677000177,0.667696138741446
WalkerBranch,2007,2007-03-02,39972.560544,23767.419469564,20258.2874297608,0.673251999439202
WalkerBranch,2007,2007-03-03,39983.5119096,23737.2522039502,20284.7071311437,0.679898807037188
WalkerBranch,2007,2007-03-04,31717.2476376,18767.0172030632,15908.0211479541,0.686545614635174
WalkerBranch,2007,2007-03-05,40744.3083768,24036.0053681221,20560.7924158819,0.69319242223316
WalkerBranch,2007,2007-03-06,40310.0209008,23762.7245187994,20385.4740928746,0.700195816958513
WalkerBranch,2007,2007-03-07,39703.6394496,23319.5217712593,19993.5498560837,0.708554242767861
WalkerBranch,2007,2007-03-08,41125.8557808,24020.486765424,20612.2867435695,0.716912668577209
WalkerBranch,2007,2007-03-09,40585.6315368,23643.7853845328,20328.3616193539,0.725271094386558
WalkerBranch,2007,2007-03-10,19015.7868432,10694.2341375348,8824.72642997186,0.734069595076369
WalkerBranch,2007,2007-03-11,41786.385228,24091.6949673228,20735.9761445282,0.744635224381103
WalkerBranch,2007,,0,0,0,0.742358966721196
WalkerBranch,2007,2007-03-12,40428.5148288,23178.8939754527,19949.095597865,0.755011165547511
WalkerBranch,2007,2007-03-13,41121.6776712,23512.7654518422,20309.3014516778,0.765481950783082
WalkerBranch,2007,2007-03-14,35013.5554104,19645.9128663917,16752.9887063102,0.776491555654073
WalkerBranch,2007,2007-03-15,26447.8599504,14815.8814003322,12640.778654326,0.78954867513966
WalkerBranch,2007,2007-03-16,26164.1899008,14413.2305406962,12185.5190362033,0.802605794625247
WalkerBranch,2007,2007-03-17,38504.5372152,21274.4180546266,18324.0477191022,0.815662914110834
WalkerBranch,2007,2007-03-18,45368.25804,25103.9986799665,21710.5005121812,0.829373309857137
WalkerBranch,2007,2007-03-19,27412.204176,15026.4140281687,12938.3047159838,0.845566155394161
WalkerBranch,2007,2007-03-20,14143.5935424,7556.552085981,6408.87284861366,0.861759000931185
WalkerBranch,2007,2007-03-21,41809.5360648,22517.4112738181,19480.1855949779,0.877951846468209
WalkerBranch,2007,2007-03-22,42077.7265608,22529.9989402166,19542.5938856802,0.894927170470951
WalkerBranch,2007,2007-03-23,41021.5856904,21654.9753092975,18798.665148185,0.914875912643421
WalkerBranch,2007,2007-03-24,40524.2232192,20910.1550690643,18066.4944901059,0.934824654815891
WalkerBranch,2007,2007-03-25,45535.7781648,23366.1262775614,20272.7094129483,0.954773396988361
WalkerBranch,2007,2007-03-26,41208.185088,20679.1685778888,17857.4280759808,0.975645383300964
WalkerBranch,2007,2007-03-27,44330.0168304,22149.4881468514,19261.2411901712,1.00002569734607
WalkerBranch,2007,2007-03-28,33074.1819576,16012.9042950218,13806.3838219204,1.02440601139118
WalkerBranch,2007,2007-03-29,30001.794984,14526.3596813735,12571.6028277442,1.04878632543629
WalkerBranch,2007,2007-03-30,40445.7904368,19155.8289135211,16591.6557478881,1.07423589612647
WalkerBranch,2007,2007-03-31,44168.6915712,20693.1285483642,18002.7149304538,1.10374864206795
WalkerBranch,2007,2007-04-01,31914.2200104,14371.6445071775,12349.2140891023,1.13326138800942
WalkerBranch,2007,2007-04-02,40878.2514168,18386.0771177408,16014.775683409,1.1627741339509
WalkerBranch,2007,2007-04-03,39991.2897384,18492.1317290061,16379.8695524794,1.19349706947452
WalkerBranch,2007,2007-04-04,46198.0123416,20265.5706592325,17760.0709391476,1.2288187254103
WalkerBranch,2007,2007-04-05,45659.6830872,19506.2560997129,17086.3908089007,1.26414038134608
WalkerBranch,2007,2007-04-06,28058.441292,11537.9498893035,9973.17384309331,1.29946203728186
WalkerBranch,2007,2007-04-07,35216.2660248,14174.4517155191,12289.8468451793,1.33611488553393
WalkerBranch,2007,2007-04-08,37639.782684,14742.7312963407,12818.4616216125,1.3778262645879
WalkerBranch,2007,2007-04-09,42517.0521216,16541.2060182429,14514.2997599619,1.41953764364187
WalkerBranch,2007,2007-04-10,41268.383352,15486.1032593684,13534.3044158494,1.46124902269585
WalkerBranch,2007,2007-04-11,20505.994488,7250.57388038556,6160.84652543259,1.50437360766474
WalkerBranch,2007,2007-04-12,40456.4754384,14215.4390537621,12391.0045028858,1.55286837511032
WalkerBranch,2007,2007-04-13,35530.1721936,12051.5823312406,10422.3669104879,1.6013631425559
WalkerBranch,2007,2007-04-14,22363.4419848,7251.2949019938,6164.76311031094,1.64985791000148
WalkerBranch,2007,2007-04-15,12270.019608,3849.92399432752,3267.78373236369,1.69978731691888
WalkerBranch,2007,2007-04-16,50715.1195992,16562.0760422695,14711.1020685249,1.75516835382917
WalkerBranch,2007,2007-04-17,50917.6019016,16104.3427927238,14320.5786753561,1.81054939073947
WalkerBranch,2007,2007-04-18,36899.861544,10710.9878394376,9351.58902162712,1.86593042764976
WalkerBranch,2007,2007-04-19,39679.7047416,11354.0751855481,10004.6615617199,1.92268622582091
WalkerBranch,2007,2007-04-20,42684.9223248,11864.0350958572,10490.0456214596,1.98466611678327
WalkerBranch,2007,2007-04-21,42221.5631208,11293.9900596965,9987.07415968101,2.04664600774564
WalkerBranch,2007,2007-04-22,51611.3126928,13801.2816567907,12335.8204833119,2.108625898708
WalkerBranch,2007,2007-04-23,32688.2890152,7983.64984247334,6984.06657909724,2.1718244142677
WalkerBranch,2007,2007-04-24,42318.2913048,10350.8579902427,9190.8748622697,2.23965370329723
WalkerBranch,2007,2007-04-25,48730.190292,11737.1328234884,10505.7768751588,2.30748299232677
WalkerBranch,2007,2007-04-26,32473.7594496,6944.63534570629,6036.12554182959,2.37531228135631
WalkerBranch,2007,2007-04-27,30162.9147624,6033.75864784688,5198.4073715063,2.44410406600876
WalkerBranch,2007,2007-04-28,31484.2019688,6611.73403919922,5836.14813385732,2.51655333402826
WalkerBranch,2007,2007-04-29,52579.7665344,10815.6468722492,9721.21002756158,2.58900260204777
WalkerBranch,2007,2007-04-30,52359.9934032,10337.8367308416,9294.85786918857,2.66145187006728
WalkerBranch,2007,2007-05-01,59482.5895944,11552.3225949245,10444.6501302808,2.73451906152446
WalkerBranch,2007,2007-05-02,52875.7426008,9877.20154338472,8915.36057613084,2.80993436204479
WalkerBranch,2007,2007-05-03,40107.1276368,6638.08778447895,5872.91034984313,2.88534966256511
WalkerBranch,2007,2007-05-04,45302.5346256,7711.33138499588,6944.67954442469,2.96076496308544
WalkerBranch,2007,2007-05-05,31679.5000536,4608.17561367378,4023.05647912882,3.03639265395334
WalkerBranch,2007,2007-05-06,60034.3588152,9567.90563778314,8684.41695435349,3.11282742814204
WalkerBranch,2007,2007-05-07,56356.7547816,8699.88814451862,7888.39448029787,3.18926220233074
WalkerBranch,2007,2007-05-08,62341.9766928,9131.7821685232,8296.62461424664,3.26569697651944
WalkerBranch,2007,2007-05-09,60838.7628744,8595.74553241002,7815.48090517779,3.34191713158132
WalkerBranch,2007,2007-05-10,52982.5317336,7199.90904385038,6526.24547398698,3.41732173396127
WalkerBranch,2007,2007-05-11,46194.481116,6106.29133199849,5524.91148577181,3.49272633634122
WalkerBranch,2007,2007-05-12,40129.2739008,4540.70860515321,4033.26994151441,3.56813093872117
WalkerBranch,2007,2007-05-13,61830.0783576,7467.82474955653,6805.44155732824,3.64291609330236
WalkerBranch,2007,2007-05-14,59379.4306224,7071.78688660422,6459.19067425183,3.71534734624828
WalkerBranch,2007,2007-05-15,55650.4868304,5936.44322651436,5369.63501223734,3.78777859919419
WalkerBranch,2007,2007-05-16,35834.6642976,3138.56305729537,2747.83454150308,3.8602098521401
WalkerBranch,2007,2007-05-17,61499.9772576,6535.76850870192,5975.68442122219,3.93167763140344
WalkerBranch,2007,2007-05-18,58637.6449344,5733.03660502105,5218.08212689728,3.999484210673
WalkerBranch,2007,2007-05-19,64571.8771656,6255.92009663386,5721.6840233988,4.06729078994255
WalkerBranch,2007,2007-05-20,64498.5890136,6034.48097157059,5520.91058742214,4.13509736921211
WalkerBranch,2007,2007-05-21,64099.5985728,5802.53657720095,5311.05669987116,4.20168344486002
WalkerBranch,2007,2007-05-22,63608.4385776,5590.50346037143,5119.16617819577,4.26363160674568
WalkerBranch,2007,2007-05-23,62078.9003856,5327.90538143722,4881.60175725461,4.32557976863135
WalkerBranch,2007,2007-05-24,63090.3453768,5213.0166122473,4776.98591753519,4.38752793051702
WalkerBranch,2007,2007-05-25,57530.3012928,4531.49835027302,4138.40485390186,4.44809599449729
WalkerBranch,2007,2007-05-26,63054.332964,4910.5608617124,4502.77177464176,4.5034196864371
WalkerBranch,2007,2007-05-27,62290.1042064,4720.65147162634,4328.36403372266,4.5587433783769
WalkerBranch,2007,2007-05-28,62408.4687576,4604.52454955602,4222.4632512301,4.6140670703167
WalkerBranch,2007,2007-05-29,63428.536332,4545.77069867964,4173.18847438292,4.6679442881879
WalkerBranch,2007,2007-05-30,63419.3353584,4425.74330973722,4062.79327441354,4.71632490459843
WalkerBranch,2007,2007-05-31,50189.82696,3160.27915776639,2858.80204318256,4.76470552100895
WalkerBranch,2007,2007-06-01,52771.5866664,3438.78101119613,3140.32786276276,4.81308613741947
WalkerBranch,2007,2007-06-02,48138.0174576,2924.46208062953,2644.93525022323,4.86003242330098
WalkerBranch,2007,2007-06-03,45612.8030232,2574.94927727768,2317.52268082475,4.90152825317224
WalkerBranch,2007,2007-06-04,56026.2351096,3458.19288957685,3168.4209247015,4.9430240830435
WalkerBranch,2007,2007-06-05,50370.7337784,2856.36703884503,2591.97501184243,4.98451991291476
WalkerBranch,2007,2007-06-06,62168.1855984,3706.95922157023,3409.71597611951,5.0246521289214
WalkerBranch,2007,2007-06-07,61682.368104,3603.43499768073,3314.59670578669,5.0596026122425
WalkerBranch,2007,2007-06-08,41366.1693816,2307.99229308763,2091.81914372179,5.0945530955636
WalkerBranch,2007,2007-06-09,63010.2991896,3560.3301989223,3278.36160634923,5.12950357888471
WalkerBranch,2007,2007-06-10,62012.240892,3409.95105356415,3137.0252567739,5.16319914025047
WalkerBranch,2007,2007-06-11,35697.2585256,1491.75808736946,1304.05258186488,5.19212599818594
WalkerBranch,2007,2007-06-12,62833.8825072,3393.03887017182,3126.32566163423,5.22105285612141
WalkerBranch,2007,2007-06-13,60115.3334712,3217.18414052659,2962.14972714011,5.24997971405688
WalkerBranch,2007,2007-06-14,50793.0957576,2488.96233464368,2268.03384467073,5.27778016164185
WalkerBranch,2007,2007-06-15,51192.9766152,2395.46868999646,2175.87180727272,5.30130024989491
WalkerBranch,2007,2007-06-16,60916.000824,3093.68137596573,2848.86735420301,5.32482033814796
WalkerBranch,2007,2007-06-17,62877.2998392,3176.06925842467,2928.58542824313,5.34834042640102
WalkerBranch,2007,2007-06-18,54462.8458584,2576.88666821438,2355.37275038498,5.37086822042378
WalkerBranch,2007,2007-06-19,37612.5678936,1735.80898393219,1576.77642531731,5.38962529637143
WalkerBranch,2007,2007-06-20,63603.1265184,3119.14919182746,2877.62984728604,5.40838237231908
WalkerBranch,2007,2007-06-21,63917.2457784,3100.99083070861,2860.97799746222,5.42713944826673
WalkerBranch,2007,2007-06-22,62531.7344064,3003.11214007353,2770.0139960156,5.44503393984358
WalkerBranch,2007,2007-06-23,59990.0967288,2850.20448560117,2625.87474860013,5.45965061081141
WalkerBranch,2007,2007-06-24,45286.3092528,1949.19395237265,1761.7243854084,5.47426728177924
WalkerBranch,2007,2007-06-25,50601.1538592,2214.22017474985,2015.86245962645,5.48888395274706
WalkerBranch,2007,2007-06-26,43526.3585904,1755.62416739002,1576.17571569264,5.50275705839046
WalkerBranch,2007,2007-06-27,41795.1904608,1686.71416943771,1512.90773416871,5.51380461580099
WalkerBranch,2007,2007-06-28,45926.6483088,1905.70309249911,1727.75752201378,5.52485217321152
WalkerBranch,2007,2007-06-29,32455.159632,1225.72045881739,1093.67054703412,5.53589973062206
WalkerBranch,2007,2007-06-30,50895.387144,2139.78320687339,1947.75051685305,5.54630869460051
WalkerBranch,2007,2007-07-01,51651.0770328,2169.71898379907,1976.32685253299,5.55429100353709
WalkerBranch,2007,2007-07-02,53201.338344,2419.11460832556,2216.94402238277,5.56227331247366
WalkerBranch,2007,2007-07-03,59621.9207976,2814.16554394618,2599.40038523881,5.57025562141024
WalkerBranch,2007,2007-07-04,66378.3730344,2992.28018927252,2766.06843513454,5.57768899696127
WalkerBranch,2007,2007-07-05,51710.8262832,2299.14990171477,2107.87180706229,5.58303642564726
WalkerBranch,2007,2007-07-06,49899.3075504,2112.98237733054,1922.88048814642,5.58838385433325
WalkerBranch,2007,2007-07-07,57746.2007304,2569.23217072749,2362.49221819986,5.59373128301924
WalkerBranch,2007,2007-07-08,60305.8978872,2747.34402814284,2534.77858364185,5.59860422628762
WalkerBranch,2007,2007-07-09,54865.5882264,2386.12618760559,2187.94399405545,5.60167412496906
WalkerBranch,2007,2007-07-10,44092.9757016,1541.64991263555,1374.51017343431,5.60474402365051
WalkerBranch,2007,2007-07-11,45847.446876,1717.89585151587,1546.90264049307,5.60781392233195
WalkerBranch,2007,2007-07-12,63584.0624664,2817.83471454144,2600.64308498478,5.61046947114857
WalkerBranch,2007,2007-07-13,32201.5582728,1061.40458688549,942.002108450466,5.61155049047887
WalkerBranch,2007,2007-07-14,62653.2724944,2777.30324950369,2562.49430738586,5.61263150980916
WalkerBranch,2007,2007-07-15,43151.6833776,1662.39876327399,1492.9012001759,5.61371252913946
WalkerBranch,2007,2007-07-16,52777.020492,2225.89929247469,2033.9632184408,5.61442631808351
WalkerBranch,2007,2007-07-17,39859.4776104,1520.56291908854,1360.30451221546,5.61374463155984
WalkerBranch,2007,2007-07-18,38783.663856,1328.18091893169,1169.12743691992,5.61306294503617
WalkerBranch,2007,2007-07-19,50432.560668,2096.63752166877,1912.66427203067,5.6123812585125
WalkerBranch,2007,2007-07-20,50427.8954928,2026.34441218953,1840.01625608065,5.61136787012925
WalkerBranch,2007,2007-07-21,64741.9087224,2785.99375759558,2566.69772898694,5.60909401467961
WalkerBranch,2007,2007-07-22,64332.8268912,2795.81496389153,2578.60189995402,5.60682015922997
WalkerBranch,2007,2007-07-23,41695.7529744,1641.8199237581,1474.01839332928,5.60454630378032
WalkerBranch,2007,2007-07-24,37596.7610928,1432.07329345684,1279.21118942103,5.60196607269503
WalkerBranch,2007,2007-07-25,36382.696812,1325.45464191721,1176.09870771592,5.59822161419428
WalkerBranch,2007,2007-07-26,49589.9295696,2050.68414740897,1862.60681403304,5.59447715569352
WalkerBranch,2007,2007-07-27,43351.7988456,1753.04750507031,1578.46914669809,5.59073269719277
WalkerBranch,2007,2007-07-28,38976.1841448,1480.93176611577,1321.7944422057,5.58669824628357
WalkerBranch,2007,2007-07-29,40740.0008904,1613.73393206058,1447.93803890423,5.58156182422231
WalkerBranch,2007,2007-07-30,40623.1279776,1595.69651347785,1428.34981724323,5.57642540216105
WalkerBranch,2007,2007-07-31,55566.00378,2516.88472203732,2311.57826668802,5.57128898009978
WalkerBranch,2007,2007-08-01,53119.0166472,2232.2198127464,2038.18369937716,5.56587109095553
WalkerBranch,2007,2007-08-02,48855.7466712,1985.24256503984,1802.84202020341,5.5593836268959
WalkerBranch,2007,2007-08-03,44034.0103224,1800.63358032043,1629.21362809524,5.55289616283626
WalkerBranch,2007,2007-08-04,59505.5197296,2584.68825091233,2373.39639816146,5.54640869877663
WalkerBranch,2007,2007-08-05,37848.0108384,1540.43470967444,1378.57966049257,5.53964133102409
WalkerBranch,2007,2007-08-06,46339.1624304,1873.95156906602,1691.94217220469,5.53181032923853
WalkerBranch,2007,2007-08-07,42706.5739128,1529.12441575951,1359.86246121274,5.52397932745296
